id,ime_in_priimek,državljanstvo,ocena,potencial,starost,iskanja,klub
178087,Bueno,Spain,72,72,32,0,Boavista FC
178088,Juan Mata,Spain,79,79,32,5,Manchester United
178090,Diego Biseswar,Netherlands,75,75,32,0,PAOK
178091,Stefano Okaka,Italy,75,75,31,3,Udinese
178160,Thomas Mangani,France,75,75,33,0,Angers SCO
178213,Etienne Capoue,France,78,78,32,6,Watford
178224,Javier Hernández,Mexico,77,77,32,9,LA Galaxy
178250,Papakouli Diop,Senegal,78,78,34,2,SD Eibar
178253,Ivo,Brazil,75,75,34,0,Henan Jianye FC
178255,Ryan Donk,Netherlands,76,76,34,0,Galatasaray SK
178310,Simone Iacoponi,Italy,71,71,33,0,Parma
178311,Éder,Italy,79,79,33,2,Jiangsu Suning
178322,Miguel Layún,Mexico,75,75,32,2,Rayados de Monterrey
178372,Branislav Ivanović,Serbia,80,80,36,4,West Bromwich Albion
178415,Ruud Vormer,Netherlands,77,77,32,2,Club Brugge KV
178416,Jeremain Lens,Netherlands,76,76,32,0,Beşiktaş JK
178418,Federico Peluso,Italy,71,71,36,1,Sassuolo
178424,Antunes,Portugal,79,79,33,0,Sporting CP
178509,Olivier Giroud,France,79,79,34,21,Chelsea
178518,Radja Nainggolan,Belgium,83,83,32,16,Inter
178562,Éver Banega,Argentina,83,83,32,2,Al Shabab
178566,Javier García,Argentina,71,71,33,0,Boca Juniors
178567,Erik Pieters,Netherlands,74,74,32,0,Burnley
178571,Bracali,Brazil,72,72,39,0,Boavista FC
178603,Mats Hummels,Germany,86,86,31,12,Borussia Dortmund
178614,Varela,Cape Verde,74,74,32,1,PAOK
178616,Adrián González,Spain,71,71,32,0,R. Zaragoza
178625,Mosquera,Spain,74,74,32,2,SD Huesca
178750,Sergio Asenjo,Spain,82,82,31,2,Villarreal CF
179516,Rouwen Hennings,Germany,75,75,33,2,Fortuna Düsseldorf
179527,Loïc Rémy,France,76,76,33,6,Çaykur Rizespor
179528,Xavi Torres,Spain,71,71,33,4,CD Lugo
179546,Marko Marin,Germany,75,75,31,1,Al Ahli
179551,Ola Kamara,Norway,73,73,31,3,D.C. United
179560,Miralem Sulejmani,Serbia,76,76,31,1,BSC Young Boys
179591,Pablo Hernández,Spain,75,75,35,1,Leeds United
179605,Adel Taarabt,Morocco,77,77,31,6,SL Benfica
179633,Søren Rieks,Denmark,71,71,33,0,Malmö FF
179645,Simon Kjær,Denmark,80,80,31,8,Milan
179687,José Joaquín Martínez,Mexico,72,72,33,0,Cruz Azul
179696,Emiliano Insúa,Argentina,71,71,31,0,LA Galaxy
179752,Óscar Cardozo,Paraguay,72,72,37,0,Club Libertad
179765,Emiliano Vecchio,Argentina,72,72,31,0,Rosario Central
179783,Ralf Fährmann,Germany,77,77,32,2,FC Schalke 04
179789,Damien Da Silva,France,77,77,32,1,Stade Rennais FC
179813,Edinson Cavani,Uruguay,84,84,33,93,Manchester United
179820,Luis Robles,United States,72,72,36,2,Inter Miami CF
179844,Diego Costa,Spain,80,80,32,13,Atlético de Madrid
179846,Sami Khedira,Germany,81,81,33,2,Juventus
179847,Federico Fazio,Argentina,77,77,33,2,Roma
179944,David Luiz,Brazil,80,80,33,17,Arsenal
180206,Miralem Pjanić,Bosnia & Herzegovina,85,85,30,25,FC Barcelona
180216,Séamus Coleman,Republic of Ireland,79,79,32,5,Everton
180281,Fernandinho Silva,Brazil,73,73,34,3,Chongqing Dangdai Lifan FC SWM Team
180283,Ki Sung Yueng,Korea Republic,72,72,31,3,FC Seoul
180334,Marcelo,Brazil,77,77,33,1,Olympique Lyonnais
180359,Luisinho,Portugal,72,72,35,1,SD Huesca
180403,Willian,Brazil,82,82,32,14,Arsenal
180706,Craig Cathcart,Northern Ireland,74,74,31,2,Watford
180714,Guilherme,Russia,77,77,34,3,Lokomotiv Moskva
180808,Ondřej Kúdela,Czech Republic,74,74,33,0,SK Slavia Praha
180818,David McGoldrick,Republic of Ireland,74,74,32,0,Sheffield United
180819,Adam Lallana,England,77,77,32,6,Brighton & Hove Albion
180823,Radim Řezník,Czech Republic,74,74,31,0,Viktoria Plzeň
180930,Edin Džeko,Bosnia & Herzegovina,83,83,34,5,Roma
181098,Makoto Hasebe,Japan,76,76,36,4,Eintracht Frankfurt
181123,Tomáš Hořava,Czech Republic,71,71,32,0,Viktoria Plzeň
181205,Adam Hloušek,Czech Republic,72,72,31,0,1. FC Kaiserslautern
181236,Fernando Boldrin,Brazil,72,72,31,0,Çaykur Rizespor
181262,Marek Suchý,Czech Republic,72,72,32,0,FC Augsburg
181271,Bořek Dočkal,Czech Republic,75,75,32,2,Sparta Praha
181291,Georginio Wijnaldum,Netherlands,85,85,29,23,Liverpool
181318,Albin Ekdal,Sweden,75,75,31,2,Sampdoria
181375,Marcelo Martins,Bolivia,71,71,33,4,Free Agents
181383,Jakob Johansson,Sweden,72,72,30,0,IFK Göteborg
181404,Larrys Mabiala,DR Congo,72,72,33,1,Portland Timbers
181445,Rasmus Bengtsson,Sweden,73,73,34,0,Malmö FF
181458,Ivan Perišić,Croatia,82,82,31,14,Inter
181479,Alex Wilkinson,Australia,71,71,36,0,Sydney FC
181481,Danny Vukovic,Australia,74,74,35,0,KRC Genk
181573,Odil Akhmedov,Uzbekistan,73,73,32,0,Tianjin TEDA FC
181786,Vedran Ćorluka,Croatia,79,79,34,1,Lokomotiv Moskva
181795,Fedor Kudryashov,Russia,73,73,33,0,Antalyaspor
181820,Stevan Jovetić,Montenegro,77,77,30,4,AS Monaco
181872,Arturo Vidal,Chile,83,83,33,21,Inter
182001,Titi,Brazil,72,72,32,0,Göztepe SK
182002,Sidnei,Brazil,79,79,31,1,Real Betis Balompié
182043,Zeng Cheng,China PR,71,71,33,0,Shanghai Greenland Shenhua
182087,Denis,Brazil,72,72,33,1,Gil Vicente FC
182133,Alexandru Epureanu,Moldova,75,75,34,1,İstanbul Başakşehir FK
182168,Andrea Ranocchia,Italy,74,74,32,3,Inter
182179,Sebastian De Maio,France,74,74,33,0,Udinese
182184,Dale Stephens,England,76,76,31,0,Burnley
182212,Anthony Modeste,France,75,75,32,1,1. FC Köln
182224,Wang Dalei,China PR,71,71,31,0,Shandong Luneng TaiShan FC
182343,Hao Junmin,China PR,73,73,33,0,Shandong Luneng TaiShan FC
182411,Yu Hanchao,China PR,71,71,33,0,Shanghai Greenland Shenhua
182473,Li Xuepeng,China PR,71,71,32,0,Guangzhou Evergrande Taobao FC
182493,Diego Godín,Uruguay,85,85,34,14,Cagliari
182494,Fernando Muslera,Uruguay,82,82,34,7,Galatasaray SK
182495,Martín Cáceres,Uruguay,76,76,33,1,Fiorentina
182520,Martin Männel,Germany,71,71,32,0,FC Erzgebirge Aue
182521,Toni Kroos,Germany,88,88,30,14,Real Madrid
182632,Rúben Ribeiro,Portugal,73,73,33,0,Hatayspor
182670,Mahmut Tekdemir,Turkey,75,75,32,0,İstanbul Başakşehir FK
182744,Jose Holebas,Greece,74,74,36,1,Olympiacos CFP
182836,Andy Carroll,England,74,74,31,2,Newcastle United
182859,Walter Gargano,Uruguay,73,73,36,0,Club Atlético Peñarol
182888,Håvard Nordtveit,Norway,73,73,30,0,TSG Hoffenheim
182896,Roberto Rosales,Venezuela,77,77,31,1,CD Leganés
182941,Pablo Aguilar,Paraguay,74,74,33,1,Cruz Azul
182945,Max-Alain Gradel,Ivory Coast,77,77,32,5,Demir Grup Sivasspor
182959,Aleš Hruška,Czech Republic,74,74,34,0,Viktoria Plzeň
183108,Nordin Amrabat,Morocco,79,79,33,3,Al Nassr
183125,Troy Deeney,England,76,76,32,1,Watford
183129,Ciaran Clark,Republic of Ireland,76,76,31,0,Newcastle United
183130,Marc Albrighton,England,76,76,30,1,Leicester City
183141,Oier,Spain,74,74,31,0,RCD Espanyol
183187,Valentin Stocker,Switzerland,73,73,31,0,FC Basel 1893
183211,Milan Škoda,Czech Republic,71,71,34,0,Çaykur Rizespor
183254,Paulo Vinícius,Brazil,73,73,36,0,FC CFR 1907 Cluj
183277,Eden Hazard,Belgium,88,88,29,71,Real Madrid
183280,Adil Rami,France,75,75,34,0,Boavista FC
183285,Mamadou Sakho,France,76,76,30,4,Crystal Palace
183287,Fabien Lemoine,France,72,72,33,1,FC Lorient
183315,David González,Colombia,71,71,38,0,Deportivo Cali
183332,Fin Bartels,Germany,73,73,33,1,Holstein Kiel
183346,Fabian Frei,Switzerland,74,74,31,2,FC Basel 1893
183353,Víctor Díaz,Spain,78,78,32,1,Granada CF
183361,Anthony Weber,France,71,71,33,0,SM Caen
183376,Ljubomir Fejsa,Serbia,75,75,32,0,Al Ahli
183382,Georges Mandjeck,Cameroon,71,71,31,0,Waasland-Beveren
183389,Giovanni Sio,Ivory Coast,74,74,31,1,Gençlerbirliği SK
183394,Moussa Sissoko,France,79,79,31,8,Tottenham Hotspur
183422,Jonny Howson,England,71,71,32,1,Middlesbrough
183427,Fabian Delph,England,76,76,30,1,Everton
183453,Prince Oniangué,Congo,71,71,31,0,SM Caen
183475,Sten Michael Grytebust,Norway,72,72,31,0,FC København
183483,Konstantinos Mitroglou,Greece,73,73,32,1,Olympique de Marseille
183491,Zanka,Denmark,74,74,30,0,FC København
183497,Orestis Karnezis,Greece,76,76,35,3,LOSC Lille
183498,Marco Parolo,Italy,79,79,35,1,Lazio
183512,Yuri Berchiche,Spain,83,83,30,3,Athletic Club
183520,Fran Mérida,Spain,76,76,30,1,RCD Espanyol
183540,Barry Bannan,Scotland,73,73,30,2,Sheffield Wednesday
183546,Jonathan Hogg,England,72,72,31,0,Huddersfield Town
183556,Neven Subotić,Serbia,72,72,31,0,Denizlispor
183569,Eric Maxim Choupo-Moting,Cameroon,75,75,31,15,FC Bayern München
183573,Norman Theuerkauf,Germany,72,72,33,0,1. FC Heidenheim 1846
183574,Max Kruse,Germany,81,81,32,7,1. FC Union Berlin
183580,Nils Petersen,Germany,76,76,31,6,Sport-Club Freiburg
183581,Jesús Molina,Mexico,73,73,32,0,Club Deportivo Guadalajara
183606,Slobodan Rajković,Serbia,71,71,31,0,Lokomotiv Moskva
183666,Roberto,Spain,75,75,34,1,R. Valladolid CF
183711,Jordan Henderson,England,86,86,30,17,Liverpool
183714,Simon Terodde,Germany,74,74,32,1,Hamburger SV
183774,Ryan Bennett,England,72,72,30,4,Swansea City
183820,Matthieu Dossevi,Togo,75,75,32,0,Denizlispor
183855,Angelo Ogbonna,Italy,77,77,32,1,West Ham United
183871,Nicolai Müller,Germany,74,74,33,0,Western Sydney Wanderers
183893,Claudio Yacob,Argentina,71,71,33,1,Club Nacional de Football
183895,Maxi Moralez,Argentina,75,75,33,2,New York City FC
183898,Ángel Di María,Argentina,87,87,32,20,Paris Saint-Germain
183899,Pablo Piatti,Argentina,78,78,31,1,Toronto FC
183900,Diego Perotti,Argentina,79,79,32,5,Fenerbahçe SK
183907,Jérôme Boateng,Germany,83,83,32,14,FC Bayern München
183909,Ibrahima Traoré,Guinea,75,75,32,1,Borussia Mönchengladbach
183916,Jérémy Pied,France,73,73,31,0,LOSC Lille
183921,Julien Faussurier,France,74,74,33,0,Stade Brestois 29
183936,Mitchell Donald,Netherlands,71,71,31,1,BB Erzurumspor
183966,Facundo Roncaglia,Argentina,73,73,33,0,CA Osasuna
183975,Jean-Armel Kana-Biyik,Cameroon,71,71,31,0,Gaziantep FK
184035,Brayan Angulo,Colombia,72,72,30,0,Puebla
184037,Martin Kelly,England,75,75,30,1,Crystal Palace
184082,Lamine Koné,Ivory Coast,74,74,31,0,RC Strasbourg Alsace
184087,Toby Alderweireld,Belgium,85,85,31,9,Tottenham Hotspur
184089,Mehdi Carcela-González,Morocco,74,74,31,1,Standard de Liège
184111,Christian Benteke,Belgium,71,71,29,9,Crystal Palace
184133,Castro,Portugal,73,73,32,4,SC Braga
184134,Fernando,Brazil,83,83,33,6,Sevilla FC
184144,Nicolás Gaitán,Argentina,76,76,32,2,SC Braga
184176,Gianni Bruno,Belgium,71,71,29,0,SV Zulte Waregem
184183,Sebastien Dewaest,Belgium,73,73,29,0,KRC Genk
184190,Romain Thomas,France,76,76,32,0,Angers SCO
184200,Marko Arnautović,Austria,82,82,31,5,Shanghai SIPG FC
184252,Lucas Pratto,Argentina,75,75,32,0,River Plate
184274,Chris Basham,England,77,77,32,1,Sheffield United
184337,Go Yo Han,Korea Republic,71,71,32,0,FC Seoul
184344,Leonardo Bonucci,Italy,85,85,33,10,Juventus
184392,Matteo Darmian,Italy,76,76,30,3,Inter
184431,Sebastian Giovinco,Italy,80,80,33,9,Al Hilal
184432,Azpilicueta,Spain,84,84,31,21,Chelsea
184436,Alex Smithies,England,72,73,30,1,Cardiff City
184457,Ricky van Wolfswinkel,Netherlands,72,72,31,0,FC Basel 1893
184469,Harry Arter,Republic of Ireland,71,71,30,1,Nottingham Forest
184472,Martin Olsson,Sweden,71,71,32,1,Helsingborgs IF
184484,Gylfi Sigurðsson,Iceland,79,79,31,1,Everton
184501,Michael Lang,Switzerland,74,74,29,1,Borussia Mönchengladbach
184575,Romain Alessandrini,France,77,77,31,1,Qingdao Huanghai FC
184606,Fábio Pacheco,Portugal,75,75,32,0,Moreirense FC
184626,Nicolás Sánchez,Argentina,72,72,34,2,Rayados de Monterrey
184643,Jorge Villafaña,United States,71,71,31,1,Portland Timbers
184703,Luis Montes,Mexico,77,77,34,1,Club León
184716,Joe Allen,Wales,72,72,30,2,Stoke City
184749,Dan Gosling,England,73,73,30,0,AFC Bournemouth
184789,Ádám Szalai,Hungary,71,71,32,1,1. FSV Mainz 05
184823,Djalma,Angola,71,71,33,0,SC Farense
184826,Adrien Silva,Portugal,76,76,31,1,Sampdoria
184858,Alan Kardec,Brazil,76,76,31,3,Chongqing Dangdai Lifan FC SWM Team
184873,Ismaël Traoré,Ivory Coast,76,76,34,1,Angers SCO
184881,Sofiane Feghouli,Algeria,79,79,30,1,Galatasaray SK
184941,Alexis Sánchez,Chile,80,80,31,16,Inter
184942,Giuliano,Brazil,80,80,30,4,İstanbul Başakşehir FK
184990,Antoñito,Spain,72,72,32,0,Panathinaikos FC
184999,Maurício,Brazil,75,75,32,0,Panathinaikos FC
185010,Michał Pazdan,Poland,71,71,33,0,MKE Ankaragücü
185020,José Callejón,Spain,84,84,33,7,Fiorentina
185068,Johnny Russell,Scotland,74,74,30,1,Sporting Kansas City
185103,Aleksandar Kolarov,Serbia,82,82,34,7,Inter
185122,Péter Gulácsi,Hungary,85,85,30,9,RB Leipzig
185132,Mikel San José,Spain,77,77,31,4,Birmingham City
185163,Luca Rossettini,Italy,71,71,35,0,Lecce
185174,Andrea Poli,Italy,76,76,31,1,Bologna
185181,Yoel,Spain,75,75,32,1,SD Eibar
185195,Odion Ighalo,Nigeria,77,77,31,2,Manchester United
185199,Sebastian Ribas,Uruguay,72,72,32,0,Club Atlético Central Córdoba
185204,Diego Ângelo,Brazil,71,71,34,1,Gençlerbirliği SK
185221,Luiz Gustavo,Brazil,80,80,33,3,Fenerbahçe SK
185239,Ömer Toprak,Turkey,76,76,31,1,SV Werder Bremen
185349,Denis Odoi,Belgium,71,71,32,0,Fulham
185405,Dušan Kuciak,Slovakia,71,71,35,0,Lechia Gdańsk
185422,Joshua King,Norway,77,77,28,8,AFC Bournemouth
185427,Ørjan Nyland,Norway,73,73,30,0,Free Agents
185431,Nikola Kalinić,Croatia,77,77,32,3,Hellas Verona
186098,Rodolfo Cota,Mexico,75,75,33,0,Club León
186115,Kieran Gibbs,England,75,75,31,1,West Bromwich Albion
186130,James Chester,Wales,73,73,31,1,Stoke City
186132,Danny Drinkwater,England,73,73,30,9,Chelsea
186140,Federico Macheda,Italy,72,72,29,1,Panathinaikos FC
186143,Oliver Norwood,Northern Ireland,77,77,29,2,Sheffield United
186146,Danny Welbeck,England,73,73,29,4,Brighton & Hove Albion
186148,Ron-Robert Zieler,Germany,74,74,31,0,1. FC Köln
186153,Wojciech Szczęsny,Poland,87,87,30,9,Juventus
186156,Luke Ayling,England,75,75,29,5,Leeds United
186158,Kyle Bartley,England,72,73,29,0,West Bromwich Albion
186190,Patrick van Aanholt,Netherlands,77,77,30,1,Crystal Palace
186197,Gaël Kakuta,DR Congo,76,76,29,3,RC Lens
186296,Roman Neustädter,Russia,71,71,32,2,Free Agents
186302,Elías Hernández,Mexico,76,76,32,0,Cruz Azul
186307,Marco Fabián,Mexico,73,73,31,2,Fútbol Club Juárez
186330,Theodor Gebre Selassie,Czech Republic,76,76,33,1,SV Werder Bremen
186345,Kieran Trippier,England,83,83,30,12,Atlético de Madrid
186347,Maciej Rybus,Poland,74,74,31,0,Lokomotiv Moskva
186351,Leroy Fer,Netherlands,76,76,30,1,Feyenoord
186392,Joel Ward,England,76,76,30,3,Crystal Palace
186395,Matt Ritchie,Scotland,77,77,31,1,Newcastle United
186405,Franco Di Santo,Argentina,71,71,31,1,San Lorenzo de Almagro
186408,Sebastián Fernández,Uruguay,73,73,35,0,Club Nacional de Football
186456,Jan-Arie van der Heijden,Netherlands,71,71,32,0,Willem II
186519,Juan Cala,Spain,72,72,30,0,Cádiz CF
186521,Bernardo Espinosa,Colombia,73,73,31,0,Girona FC
186537,Cristhian Stuani,Uruguay,79,79,34,0,Girona FC
186547,Mateo Musacchio,Argentina,78,78,30,1,Milan
186551,Fernando Navarro,Mexico,75,75,31,0,Club León
186556,Dentinho,Brazil,71,71,31,2,Shakhtar Donetsk
186561,Aaron Ramsey,Wales,82,82,29,10,Juventus
186569,Sven Ulreich,Germany,79,79,32,2,Hamburger SV
186589,Ivan Radovanović,Serbia,74,74,32,0,Genoa
186598,Kyle Naughton,England,71,71,31,0,Swansea City
186614,Samuel Di Carmine,Italy,73,73,32,0,Hellas Verona
186648,Tamás Kádár,Hungary,75,75,30,0,Shandong Luneng TaiShan FC
186650,Matías Alustiza,Argentina,72,72,36,3,Atlético Tucumán
186681,Alberto,Spain,72,72,35,0,Rayo Vallecano
186682,Montoro,Spain,77,77,32,0,Granada CF
186684,Kiko Olivas,Spain,75,75,32,1,R. Valladolid CF
186695,Ezequiel Muñoz,Argentina,73,73,30,0,Club Atlético Independiente
186801,Cheikhou Kouyaté,Senegal,77,77,30,2,Crystal Palace
186881,James Holland,Australia,71,71,31,0,LASK
186905,Ashley Barnes,England,77,77,30,3,Burnley
186935,Claudemir,Brazil,74,74,32,0,Demir Grup Sivasspor
186942,İlkay Gündoğan,Germany,83,83,30,7,Manchester City
186954,Brown Ideye,Nigeria,71,71,32,0,Göztepe SK
186961,Alberto Paloschi,Italy,72,72,30,0,SPAL
186982,Alexander Büttner,Netherlands,72,72,31,0,New England Revolution
186990,Hugo González,Mexico,75,76,30,2,Rayados de Monterrey
186992,Jesús Dueñas,Mexico,75,75,31,0,Tigres de la UANL
187033,Sean Morrison,England,73,73,29,1,Cardiff City
187043,Stefan Johansen,Norway,72,72,29,2,Fulham
187052,Yann M'Vila,France,79,79,30,3,Olympiacos CFP
187072,Lars Stindl,Germany,80,80,32,6,Borussia Mönchengladbach
187132,Carlos Zambrano,Peru,73,73,31,1,Boca Juniors
187205,Luis Fuentes,Mexico,71,71,34,2,Club América
187298,Hugo Rodríguez,Mexico,71,71,30,0,Santos Laguna
187323,Henrique,Brazil,73,73,34,1,Belenenses
187421,Jorge Hernández,Mexico,75,75,31,0,Pachuca
187491,Fedor Smolov,Russia,76,76,30,2,Lokomotiv Moskva
187517,Viktor Vasin,Russia,73,73,32,0,PFC CSKA Moscow
187533,Alexey Ionov,Russia,73,73,31,0,Free Agents
187598,Rafael Tolói,Brazil,77,77,30,2,Atalanta
187601,Soslan Dzhanaev,Russia,72,72,33,0,Free Agents
187607,Artem Dzyuba,Russia,79,79,32,13,Free Agents
187702,Omar El Kaddouri,Morocco,73,73,30,0,PAOK
187735,Alan Dzagoev,Russia,76,76,30,8,PFC CSKA Moscow
187754,Marlos,Ukraine,81,81,32,2,Shakhtar Donetsk
187924,Clément Grenier,France,73,73,29,1,Stade Rennais FC
187936,Steven Nzonzi,France,79,79,31,7,Stade Rennais FC
187939,Aatif Chahechouhe,Morocco,71,71,34,0,Fatih Karagümrük SK
187961,Paulinho,Brazil,83,83,32,4,Guangzhou Evergrande Taobao FC
188000,Sandro Manoel,Brazil,72,72,32,0,Al Taawoun
188038,Ondřej Čelůstka,Czech Republic,72,72,31,0,Sparta Praha
188041,Rafael Carioca,Brazil,78,78,31,0,Tigres de la UANL
188042,Matías Suárez,Argentina,78,78,32,1,River Plate
188044,Alan Carvalho,China PR,77,77,31,1,Beijing Sinobo Guoan FC
188081,Alex Teixeira,Brazil,79,79,30,6,Jiangsu Suning
188091,Fredrik Gulbrandsen,Norway,71,71,28,0,İstanbul Başakşehir FK
188103,Rochina,Spain,77,77,29,2,Levante UD
188135,Juanfran,Spain,74,74,32,1,Alanyaspor
188152,Oscar,Brazil,83,83,29,6,Shanghai SIPG FC
188154,Lewis Holtby,Germany,72,72,30,2,Blackburn Rovers
188166,Matt Phillips,Scotland,75,75,29,0,West Bromwich Albion
188182,Leon Balogun,Nigeria,73,73,32,2,Rangers FC
188197,Lucas Viatri,Argentina,72,72,33,0,Colón de Santa Fe
188253,James McCarthy,Republic of Ireland,76,76,29,1,Crystal Palace
188268,Lautaro Acosta,Argentina,78,78,32,1,Club Atlético Lanús
188270,Bruno Ecuélé Manga,Gabon,74,74,32,1,Dijon FCO
188271,Floyd Ayité,Togo,71,71,31,1,Gençlerbirliği SK
188335,Ante Budimir,Croatia,76,76,29,0,CA Osasuna
188337,Mubarak Wakaso,Ghana,72,72,30,0,Jiangsu Suning
188350,Marco Reus,Germany,85,85,31,20,Borussia Dortmund
188377,Kyle Walker,England,85,85,30,35,Manchester City
188388,Ryad Boudebouz,Algeria,76,76,30,2,AS Saint-Étienne
188400,Thomas Kaminski,Belgium,72,74,28,0,Blackburn Rovers
188427,Senad Lulić,Bosnia & Herzegovina,78,78,34,0,Lazio
188485,Diego Polenta,Uruguay,71,72,28,0,Club Olimpia
188524,Volkan Babacan,Turkey,72,72,32,2,İstanbul Başakşehir FK
188537,Loïc Négo,Hungary,74,74,29,1,Free Agents
188538,Vincent Sasso,France,71,72,29,0,Servette FC
188541,Pasquale Schiattarella,Italy,71,71,33,0,Benevento
188545,Robert Lewandowski,Poland,91,91,32,41,FC Bayern München
188567,Pierre-Emerick Aubameyang,Gabon,87,87,31,40,Arsenal
188600,Mehdi Abeid,Algeria,73,74,28,0,FC Nantes
188607,Rodrigo Salinas,Mexico,72,72,32,0,Pachuca
188721,Driss Fettouhi,Morocco,71,71,31,0,Al Ahli
188727,Benoît Poulain,France,71,71,33,0,KAS Eupen
188770,Admir Mehmedi,Switzerland,76,76,29,4,VfL Wolfsburg
188782,Michael Morrison,England,71,71,32,0,Reading
188802,Marcel Schmelzer,Germany,74,74,32,3,Borussia Dortmund
188803,Taison,Brazil,81,81,32,4,Shakhtar Donetsk
188829,Nicolas Nkoulou,Cameroon,80,80,30,0,Torino
188840,Miguel Lopes,Portugal,75,75,33,0,Kayserispor
188871,Libor Kozák,Czech Republic,71,71,31,1,Sparta Praha
188879,Alfred N'Diaye,Senegal,74,74,30,0,Al Shabab
188930,Laure,Spain,71,71,35,0,AD Alcorcón
188938,Cristian Álvarez,Argentina,75,75,34,0,R. Zaragoza
188942,Victor Wanyama,Kenya,76,76,29,3,Impact Montréal
188943,Kevin Trapp,Germany,83,83,30,4,Eintracht Frankfurt
188955,Gustavo Bou,Argentina,76,76,30,0,New England Revolution
188988,Manuel Lanzini,Argentina,78,79,27,4,West Ham United
189003,Gaëtan Belaud,France,71,71,34,0,Paris FC
189043,Daniel Brosinski,Germany,75,75,32,1,1. FSV Mainz 05
189053,Francesco Caputo,Italy,79,79,33,10,Sassuolo
189059,Jake Livermore,England,74,74,30,0,West Bromwich Albion
189060,Aleksandar Dragović,Austria,75,76,29,4,Bayer 04 Leverkusen
189061,Sascha Burchert,Germany,72,72,30,0,SpVgg Greuther Fürth
